case_number,court_id,alert_type,message,severity
CASE/0070/2020,MAD-JAB-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/9134/2015,MAD-JAB-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/7417/2023,MAD-JAB-13,LONG_PENDING,📛 Case pending for 7.1 years [General_Criminal].,HIGH
CASE/7417/2023,MAD-JAB-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/0489/2023,MAD-JAB-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/4473/2017,MAD-JAB-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/8077/2022,MAD-JAB-13,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 671 days. Bail eligibility to be reviewed.,CRITICAL
CASE/2611/2019,MAD-JAB-14,LONG_PENDING,📛 Case pending for 8.5 years [POCSO].,HIGH
CASE/2611/2019,MAD-JAB-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/7268/2016,MAD-JAB-14,LONG_PENDING,📛 Case pending for 9.1 years [SC_ST].,HIGH
CASE/7268/2016,MAD-JAB-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/6841/2021,MAD-JAB-14,LONG_PENDING,📛 Case pending for 8.1 years [SC_ST].,HIGH
CASE/6841/2021,MAD-JAB-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/4970/2015,MAD-JAB-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/6921/2016,MAD-JAB-14,LONG_PENDING,📛 Case pending for 8.2 years [Matrimonial].,HIGH
CASE/6921/2016,MAD-JAB-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/4237/2019,MAD-JAB-14,LONG_PENDING,📛 Case pending for 5.7 years [Matrimonial].,HIGH
CASE/4237/2019,MAD-JAB-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/5771/2023,MAD-JAB-14,LONG_PENDING,📛 Case pending for 5.2 years [Motor_Accident].,HIGH
CASE/5771/2023,MAD-JAB-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/6963/2019,MAD-JAB-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/5605/2022,MAD-JAB-15,LONG_PENDING,📛 Case pending for 5.8 years [Commercial].,HIGH
CASE/5605/2022,MAD-JAB-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/7026/2021,MAD-JAB-15,LONG_PENDING,📛 Case pending for 6.8 years [Senior_Citizen].,HIGH
CASE/7026/2021,MAD-JAB-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/7475/2019,MAD-JAB-15,LONG_PENDING,📛 Case pending for 5.9 years [Senior_Citizen].,HIGH
CASE/7475/2019,MAD-JAB-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/4029/2021,MAD-JAB-15,LONG_PENDING,📛 Case pending for 9.9 years [General_Civil].,HIGH
CASE/4029/2021,MAD-JAB-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/7394/2020,MAD-JAB-15,LONG_PENDING,📛 Case pending for 7.5 years [Matrimonial].,HIGH
CASE/7394/2020,MAD-JAB-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/3319/2016,MAD-JAB-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/0825/2022,MAD-JAB-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/4452/2020,MAD-JAB-15,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 190 days.,HIGH
CASE/8516/2021,MAD-JAB-16,CRITICAL_PRIORITY,🔴 Critical priority case [General_Criminal] — Immediate attention required. Score: 78.6,CRITICAL
CASE/8516/2021,MAD-JAB-16,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 2433 days. Bail eligibility to be reviewed.,CRITICAL
CASE/8516/2021,MAD-JAB-16,LONG_PENDING,📛 Case pending for 6.7 years [General_Criminal].,HIGH
CASE/8516/2021,MAD-JAB-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/9589/2018,MAD-JAB-16,LONG_PENDING,📛 Case pending for 7.7 years [POCSO].,HIGH
CASE/9589/2018,MAD-JAB-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/4480/2017,MAD-JAB-16,LONG_PENDING,📛 Case pending for 8.0 years [NDPS].,HIGH
CASE/4480/2017,MAD-JAB-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/7501/2023,MAD-JAB-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/7854/2017,MAD-JAB-16,LONG_PENDING,📛 Case pending for 5.7 years [NDPS].,HIGH
CASE/7854/2017,MAD-JAB-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/0882/2019,MAD-JAB-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/0940/2017,MAD-JAB-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/3792/2020,MAD-JAB-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/7000/2016,MAD-JAB-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/0064/2023,MAD-JAB-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/2666/2015,MAD-JAB-17,CRITICAL_PRIORITY,🔴 Critical priority case [SC_ST] — Immediate attention required. Score: 80.1,CRITICAL
CASE/2666/2015,MAD-JAB-17,LONG_PENDING,📛 Case pending for 9.6 years [SC_ST].,HIGH
CASE/2666/2015,MAD-JAB-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/6227/2020,MAD-JAB-17,CRITICAL_PRIORITY,🔴 Critical priority case [SC_ST] — Immediate attention required. Score: 77.4,CRITICAL
CASE/6227/2020,MAD-JAB-17,LONG_PENDING,📛 Case pending for 6.1 years [SC_ST].,HIGH
CASE/6227/2020,MAD-JAB-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/5743/2017,MAD-JAB-17,LONG_PENDING,📛 Case pending for 7.3 years [Senior_Citizen].,HIGH
CASE/5743/2017,MAD-JAB-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/0248/2024,MAD-JAB-17,LONG_PENDING,📛 Case pending for 6.2 years [Senior_Citizen].,HIGH
CASE/0248/2024,MAD-JAB-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/0180/2022,MAD-JAB-17,LONG_PENDING,📛 Case pending for 6.4 years [Commercial].,HIGH
CASE/0180/2022,MAD-JAB-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/8800/2019,MAD-JAB-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/3478/2023,MAD-JAB-17,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 306 days.,HIGH
CASE/3478/2023,MAD-JAB-17,LONG_PENDING,📛 Case pending for 5.3 years [General_Civil].,HIGH
CASE/5211/2022,MAD-JAB-17,LONG_PENDING,📛 Case pending for 6.8 years [Matrimonial].,HIGH
CASE/5211/2022,MAD-JAB-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/5480/2023,MAD-JAB-17,STAGE_STAGNATION,🟠 Stagnant in 'Arguments' stage for 246 days.,HIGH
CASE/1433/2022,MAD-JAB-18,CRITICAL_PRIORITY,🔴 Critical priority case [General_Criminal] — Immediate attention required. Score: 75.8,CRITICAL
CASE/1433/2022,MAD-JAB-18,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 255 days.,HIGH
CASE/1433/2022,MAD-JAB-18,LONG_PENDING,📛 Case pending for 5.2 years [General_Criminal].,HIGH
CASE/1433/2022,MAD-JAB-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/1495/2024,MAD-JAB-18,LONG_PENDING,📛 Case pending for 9.6 years [NDPS].,HIGH
CASE/1495/2024,MAD-JAB-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/2277/2024,MAD-JAB-18,LONG_PENDING,📛 Case pending for 8.6 years [POCSO].,HIGH
CASE/2277/2024,MAD-JAB-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/1948/2020,MAD-JAB-18,LONG_PENDING,📛 Case pending for 8.3 years [Senior_Citizen].,HIGH
CASE/1948/2020,MAD-JAB-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/0914/2021,MAD-JAB-18,LONG_PENDING,📛 Case pending for 7.1 years [Senior_Citizen].,HIGH
CASE/0914/2021,MAD-JAB-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/2049/2020,MAD-JAB-18,LONG_PENDING,📛 Case pending for 7.7 years [Commercial].,HIGH
CASE/2049/2020,MAD-JAB-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/5628/2023,MAD-JAB-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/5106/2018,MAD-JAB-18,LONG_PENDING,📛 Case pending for 7.4 years [General_Criminal].,HIGH
CASE/5106/2018,MAD-JAB-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/9597/2022,MAD-JAB-18,LONG_PENDING,📛 Case pending for 5.8 years [Matrimonial].,HIGH
CASE/9597/2022,MAD-JAB-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/7778/2022,MAD-JAB-18,LONG_PENDING,📛 Case pending for 7.1 years [Property_Dispute].,HIGH
CASE/0458/2016,MAD-JAB-19,CRITICAL_PRIORITY,🔴 Critical priority case [POCSO] — Immediate attention required. Score: 80.0,CRITICAL
CASE/0458/2016,MAD-JAB-19,LONG_PENDING,📛 Case pending for 8.5 years [POCSO].,HIGH
CASE/0458/2016,MAD-JAB-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/1905/2019,MAD-JAB-19,LONG_PENDING,📛 Case pending for 9.2 years [POCSO].,HIGH
CASE/1905/2019,MAD-JAB-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/1779/2022,MAD-JAB-19,LONG_PENDING,📛 Case pending for 9.2 years [POCSO].,HIGH
CASE/1779/2022,MAD-JAB-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/7923/2019,MAD-JAB-19,LONG_PENDING,📛 Case pending for 6.7 years [POCSO].,HIGH
CASE/7923/2019,MAD-JAB-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/7843/2023,MAD-JAB-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/3334/2022,MAD-JAB-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/5421/2022,MAD-JAB-19,LONG_PENDING,📛 Case pending for 5.5 years [NDPS].,HIGH
CASE/5421/2022,MAD-JAB-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/0662/2018,MAD-JAB-19,LONG_PENDING,📛 Case pending for 6.6 years [Matrimonial].,HIGH
CASE/0662/2018,MAD-JAB-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/8270/2017,MAD-JAB-19,LONG_PENDING,📛 Case pending for 7.1 years [General_Civil].,HIGH
CASE/8270/2017,MAD-JAB-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/4252/2016,MAD-JAB-19,STAGE_STAGNATION,🟠 Stagnant in 'Arguments' stage for 318 days.,HIGH
CASE/3823/2017,MAD-JAB-19,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 531 days. Bail eligibility to be reviewed.,CRITICAL
CASE/7108/2015,MAD-JAB-20,LONG_PENDING,📛 Case pending for 6.6 years [Senior_Citizen].,HIGH
CASE/7108/2015,MAD-JAB-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/0815/2020,MAD-JAB-20,LONG_PENDING,📛 Case pending for 7.1 years [Motor_Accident].,HIGH
CASE/0815/2020,MAD-JAB-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/9112/2018,MAD-JAB-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/8997/2023,MAD-JAB-20,LONG_PENDING,📛 Case pending for 6.6 years [Property_Dispute].,HIGH
CASE/3348/2016,MAD-JAB-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/4069/2016,MAH-MUM-01,CRITICAL_PRIORITY,🔴 Critical priority case [POCSO] — Immediate attention required. Score: 78.8,CRITICAL
CASE/4069/2016,MAH-MUM-01,LONG_PENDING,📛 Case pending for 7.0 years [POCSO].,HIGH
CASE/4069/2016,MAH-MUM-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/4449/2024,MAH-MUM-01,LONG_PENDING,📛 Case pending for 6.1 years [POCSO].,HIGH
CASE/4449/2024,MAH-MUM-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/6734/2023,MAH-MUM-01,LONG_PENDING,📛 Case pending for 6.1 years [Commercial].,HIGH
CASE/6734/2023,MAH-MUM-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/5390/2021,MAH-MUM-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/6924/2019,MAH-MUM-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/5589/2019,MAH-MUM-01,LONG_PENDING,📛 Case pending for 6.1 years [General_Criminal].,HIGH
CASE/5589/2019,MAH-MUM-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/2556/2021,MAH-MUM-01,LONG_PENDING,📛 Case pending for 8.9 years [Property_Dispute].,HIGH
CASE/2556/2021,MAH-MUM-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/4545/2019,MAH-MUM-01,LONG_PENDING,📛 Case pending for 6.0 years [Motor_Accident].,HIGH
CASE/4545/2019,MAH-MUM-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/1798/2018,MAH-MUM-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/8883/2023,MAH-MUM-01,STAGE_STAGNATION,🟠 Stagnant in 'Judgment' stage for 330 days.,HIGH
CASE/0515/2020,MAH-MUM-02,CRITICAL_PRIORITY,🔴 Critical priority case [Commercial] — Immediate attention required. Score: 77.0,CRITICAL
CASE/0515/2020,MAH-MUM-02,LONG_PENDING,📛 Case pending for 9.2 years [Commercial].,HIGH
CASE/0515/2020,MAH-MUM-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/0618/2024,MAH-MUM-02,LONG_PENDING,📛 Case pending for 9.4 years [POCSO].,HIGH
CASE/0618/2024,MAH-MUM-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/1067/2024,MAH-MUM-02,STAGE_STAGNATION,🟠 Stagnant in 'Judgment' stage for 610 days.,HIGH
CASE/1067/2024,MAH-MUM-02,LONG_PENDING,📛 Case pending for 6.1 years [Motor_Accident].,HIGH
CASE/1067/2024,MAH-MUM-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/4823/2019,MAH-MUM-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/6842/2018,MAH-MUM-02,LONG_PENDING,📛 Case pending for 7.0 years [POCSO].,HIGH
CASE/6842/2018,MAH-MUM-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/9532/2020,MAH-MUM-02,LONG_PENDING,📛 Case pending for 5.2 years [POCSO].,HIGH
CASE/9532/2020,MAH-MUM-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/2930/2017,MAH-MUM-02,LONG_PENDING,📛 Case pending for 9.4 years [General_Civil].,HIGH
CASE/2930/2017,MAH-MUM-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/5560/2016,MAH-MUM-02,LONG_PENDING,📛 Case pending for 7.2 years [Motor_Accident].,HIGH
CASE/5560/2016,MAH-MUM-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/6104/2018,MAH-MUM-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/3711/2020,MAH-MUM-02,LONG_PENDING,📛 Case pending for 6.0 years [Motor_Accident].,HIGH
CASE/3711/2020,MAH-MUM-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/1754/2020,MAH-MUM-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/1739/2022,MAH-MUM-02,STAGE_STAGNATION,🟠 Stagnant in 'Arguments' stage for 391 days.,HIGH
CASE/4023/2019,MAH-MUM-03,CRITICAL_PRIORITY,🔴 Critical priority case [POCSO] — Immediate attention required. Score: 76.2,CRITICAL
CASE/4023/2019,MAH-MUM-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/5636/2017,MAH-MUM-03,LONG_PENDING,📛 Case pending for 9.4 years [Senior_Citizen].,HIGH
CASE/5636/2017,MAH-MUM-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/8138/2020,MAH-MUM-03,LONG_PENDING,📛 Case pending for 5.6 years [General_Criminal].,HIGH
CASE/8138/2020,MAH-MUM-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/2929/2024,MAH-MUM-03,LONG_PENDING,📛 Case pending for 9.7 years [Matrimonial].,HIGH
CASE/2929/2024,MAH-MUM-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/4614/2022,MAH-MUM-03,LONG_PENDING,📛 Case pending for 7.7 years [NDPS].,HIGH
CASE/4614/2022,MAH-MUM-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/7621/2023,MAH-MUM-03,LONG_PENDING,📛 Case pending for 8.8 years [Property_Dispute].,HIGH
CASE/7621/2023,MAH-MUM-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/9161/2024,MAH-MUM-03,LONG_PENDING,📛 Case pending for 6.1 years [General_Civil].,HIGH
CASE/9161/2024,MAH-MUM-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/3393/2018,MAH-MUM-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/7718/2022,MAH-MUM-03,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 254 days.,HIGH
CASE/7718/2022,MAH-MUM-03,LONG_PENDING,📛 Case pending for 5.5 years [Property_Dispute].,HIGH
CASE/5957/2023,MAH-MUM-04,CRITICAL_PRIORITY,🔴 Critical priority case [General_Civil] — Immediate attention required. Score: 76.8,CRITICAL
CASE/5957/2023,MAH-MUM-04,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 491 days.,HIGH
CASE/5957/2023,MAH-MUM-04,LONG_PENDING,📛 Case pending for 8.1 years [General_Civil].,HIGH
CASE/5957/2023,MAH-MUM-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/6331/2023,MAH-MUM-04,CRITICAL_PRIORITY,🔴 Critical priority case [Commercial] — Immediate attention required. Score: 75.5,CRITICAL
CASE/6331/2023,MAH-MUM-04,LONG_PENDING,📛 Case pending for 7.2 years [Commercial].,HIGH
CASE/6331/2023,MAH-MUM-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/8016/2023,MAH-MUM-04,LONG_PENDING,📛 Case pending for 7.5 years [SC_ST].,HIGH
CASE/8016/2023,MAH-MUM-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/0556/2018,MAH-MUM-04,LONG_PENDING,📛 Case pending for 7.0 years [Matrimonial].,HIGH
CASE/0556/2018,MAH-MUM-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/5553/2022,MAH-MUM-04,LONG_PENDING,📛 Case pending for 5.5 years [Matrimonial].,HIGH
CASE/5553/2022,MAH-MUM-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/1646/2018,MAH-MUM-04,LONG_PENDING,📛 Case pending for 8.0 years [Matrimonial].,HIGH
CASE/1646/2018,MAH-MUM-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/1708/2020,MAH-MUM-04,LONG_PENDING,📛 Case pending for 7.8 years [Motor_Accident].,HIGH
CASE/1708/2020,MAH-MUM-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/5207/2021,MAH-MUM-04,LONG_PENDING,📛 Case pending for 6.8 years [Motor_Accident].,HIGH
CASE/5207/2021,MAH-MUM-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/1303/2020,MAH-MUM-04,LONG_PENDING,📛 Case pending for 5.1 years [NDPS].,HIGH
CASE/1303/2020,MAH-MUM-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/6231/2016,MAH-MUM-04,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 197 days.,HIGH
CASE/2240/2017,MAH-MUM-05,CRITICAL_PRIORITY,🔴 Critical priority case [SC_ST] — Immediate attention required. Score: 80.0,CRITICAL
CASE/2240/2017,MAH-MUM-05,LONG_PENDING,📛 Case pending for 9.5 years [SC_ST].,HIGH
CASE/2240/2017,MAH-MUM-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/4790/2019,MAH-MUM-05,CRITICAL_PRIORITY,🔴 Critical priority case [NDPS] — Immediate attention required. Score: 77.6,CRITICAL
CASE/4790/2019,MAH-MUM-05,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 1950 days. Bail eligibility to be reviewed.,CRITICAL
CASE/4790/2019,MAH-MUM-05,LONG_PENDING,📛 Case pending for 5.3 years [NDPS].,HIGH
CASE/4790/2019,MAH-MUM-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/7031/2023,MAH-MUM-05,LONG_PENDING,📛 Case pending for 9.3 years [Senior_Citizen].,HIGH
CASE/7031/2023,MAH-MUM-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/9512/2019,MAH-MUM-05,LONG_PENDING,📛 Case pending for 7.8 years [Senior_Citizen].,HIGH
CASE/9512/2019,MAH-MUM-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/8894/2020,MAH-MUM-05,LONG_PENDING,📛 Case pending for 8.2 years [Commercial].,HIGH
CASE/8894/2020,MAH-MUM-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/8649/2023,MAH-MUM-05,LONG_PENDING,📛 Case pending for 8.1 years [Matrimonial].,HIGH
CASE/8649/2023,MAH-MUM-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/7186/2024,MAH-MUM-05,LONG_PENDING,📛 Case pending for 5.2 years [Senior_Citizen].,HIGH
CASE/7186/2024,MAH-MUM-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/2232/2019,MAH-MUM-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/1135/2020,MAH-MUM-05,LONG_PENDING,📛 Case pending for 6.5 years [General_Civil].,HIGH
CASE/1135/2020,MAH-MUM-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/9661/2024,MAH-MUM-06,CRITICAL_PRIORITY,🔴 Critical priority case [General_Criminal] — Immediate attention required. Score: 86.7,CRITICAL
CASE/9661/2024,MAH-MUM-06,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 3121 days. Bail eligibility to be reviewed.,CRITICAL
CASE/9661/2024,MAH-MUM-06,LONG_PENDING,📛 Case pending for 8.6 years [General_Criminal].,HIGH
CASE/9661/2024,MAH-MUM-06,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/0364/2016,MAH-MUM-06,CRITICAL_PRIORITY,🔴 Critical priority case [NDPS] — Immediate attention required. Score: 80.0,CRITICAL
CASE/0364/2016,MAH-MUM-06,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 3110 days. Bail eligibility to be reviewed.,CRITICAL
CASE/0364/2016,MAH-MUM-06,LONG_PENDING,📛 Case pending for 8.5 years [NDPS].,HIGH
CASE/0364/2016,MAH-MUM-06,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/1114/2018,MAH-MUM-06,CRITICAL_PRIORITY,🔴 Critical priority case [SC_ST] — Immediate attention required. Score: 77.0,CRITICAL
CASE/1114/2018,MAH-MUM-06,LONG_PENDING,📛 Case pending for 5.5 years [SC_ST].,HIGH
CASE/1114/2018,MAH-MUM-06,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
